transcript_id,gene_id,gene_name,gene_type,chrom,utr5_start,utr5_end,strand,utr5_length,bound
ENST00000407019.2,ENSG00000093000.14,NUP50,protein_coding,chr22,45559866,45580711,+,739,False
ENST00000424634.1,ENSG00000093000.14,NUP50,protein_coding,chr22,45559867,45564058,+,442,False
ENST00000417702.1,ENSG00000093000.14,NUP50,protein_coding,chr22,45559877,45567495,+,559,False
ENST00000425733.2,ENSG00000093000.14,NUP50,protein_coding,chr22,45559879,45581038,+,1376,False
ENST00000434760.1,ENSG00000093000.14,NUP50,protein_coding,chr22,45559880,45571887,+,673,False
ENST00000430547.1,ENSG00000093000.14,NUP50,protein_coding,chr22,45559880,45564058,+,307,False
ENST00000445721.1,ENSG00000093000.14,NUP50,protein_coding,chr22,45560488,45564058,+,413,False
ENST00000396096.2,ENSG00000093000.14,NUP50,protein_coding,chr22,45560526,45580711,+,575,False
ENST00000432340.1,ENSG00000093000.14,NUP50,protein_coding,chr22,45560560,45564058,+,538,False
ENST00000419387.1,ENSG00000093000.14,NUP50,protein_coding,chr22,45564046,45574781,+,928,False
ENST00000422489.1,ENSG00000093000.14,NUP50,protein_coding,chr22,45564051,45564058,+,7,False
ENST00000336156.5,ENSG00000100364.14,KIAA0930,protein_coding,chr22,45586218,45636650,-,6907,False
ENST00000423262.1,ENSG00000100364.14,KIAA0930,protein_coding,chr22,45591708,45593059,-,1351,False
ENST00000251993.7,ENSG00000100364.14,KIAA0930,protein_coding,chr22,45591708,45608369,-,1496,False
ENST00000391627.2,ENSG00000100364.14,KIAA0930,protein_coding,chr22,45591708,45622784,-,1513,False
ENST00000443310.3,ENSG00000100364.14,KIAA0930,protein_coding,chr22,45592958,45609315,-,205,False
ENST00000440039.1,ENSG00000100364.14,KIAA0930,protein_coding,chr22,45599011,45603569,-,611,False
ENST00000414854.1,ENSG00000100364.14,KIAA0930,protein_coding,chr22,45607950,45632158,-,146,False
ENST00000424508.1,ENSG00000100364.14,KIAA0930,protein_coding,chr22,45609211,45609380,-,169,False
ENST00000417906.1,ENSG00000100364.14,KIAA0930,protein_coding,chr22,45601764,45636623,-,264,False
ENST00000496226.1,ENSG00000100364.14,KIAA0930,protein_coding,chr22,45607214,45608326,-,322,False
ENST00000492273.1,ENSG00000100364.14,KIAA0930,protein_coding,chr22,45607215,45608298,-,148,False
ENST00000216211.4,ENSG00000100373.5,UPK3A,protein_coding,chr22,45680862,45691755,+,190,False
ENST00000396082.2,ENSG00000100373.5,UPK3A,protein_coding,chr22,45680871,45691703,+,129,False
ENST00000216214.3,ENSG00000100376.7,FAM118A,protein_coding,chr22,45704862,45737836,+,2387,False
ENST00000441876.2,ENSG00000100376.7,FAM118A,protein_coding,chr22,45705727,45736642,+,705,False
ENST00000405673.1,ENSG00000100376.7,FAM118A,protein_coding,chr22,45706004,45725293,+,1006,False
ENST00000427777.1,ENSG00000100376.7,FAM118A,protein_coding,chr22,45714300,45718260,+,102,False
ENST00000452238.1,ENSG00000100376.7,FAM118A,protein_coding,chr22,45714360,45718063,+,494,False
ENST00000424557.1,ENSG00000100376.7,FAM118A,protein_coding,chr22,45714671,45718063,+,503,False
ENST00000405548.3,ENSG00000100376.7,FAM118A,protein_coding,chr22,45725524,45736374,+,405,False
ENST00000357450.4,ENSG00000077935.12,SMC1B,protein_coding,chr22,45739943,45740439,-,496,False
ENST00000404354.3,ENSG00000077935.12,SMC1B,protein_coding,chr22,45740338,45809500,-,153,False
ENST00000342894.3,ENSG00000128408.7,RIBC2,protein_coding,chr22,45809571,45828376,+,551,False
ENST00000538017.1,ENSG00000128408.7,RIBC2,protein_coding,chr22,45809573,45828293,+,263,False
ENST00000445110.1,ENSG00000077942.13,FBLN1,protein_coding,chr22,45898156,45914608,+,317,False
ENST00000455233.1,ENSG00000077942.13,FBLN1,protein_coding,chr22,45898711,45898865,+,154,False
ENST00000348697.2,ENSG00000077942.13,FBLN1,protein_coding,chr22,45898718,45997014,+,838,False
ENST00000402984.3,ENSG00000077942.13,FBLN1,protein_coding,chr22,45898762,45959232,+,192,False
ENST00000262722.7,ENSG00000077942.13,FBLN1,protein_coding,chr22,45898762,45959242,+,202,False
ENST00000327858.6,ENSG00000077942.13,FBLN1,protein_coding,chr22,45898770,45997015,+,787,False
ENST00000442170.2,ENSG00000077942.13,FBLN1,protein_coding,chr22,45898849,45961581,+,728,False
ENST00000340923.5,ENSG00000077942.13,FBLN1,protein_coding,chr22,45898855,45954591,+,650,False
ENST00000439835.1,ENSG00000077942.13,FBLN1,protein_coding,chr22,45898925,45914608,+,492,False
ENST00000450975.1,ENSG00000077942.13,FBLN1,protein_coding,chr22,45913224,45913472,+,248,False
ENST00000454279.1,ENSG00000077942.13,FBLN1,protein_coding,chr22,45914461,45914608,+,147,False
ENST00000437711.1,ENSG00000077942.13,FBLN1,protein_coding,chr22,45931215,45938094,+,206,False
ENST00000381061.4,ENSG00000130638.11,ATXN10,protein_coding,chr22,46067677,46241184,+,1902,False
ENST00000252934.5,ENSG00000130638.11,ATXN10,protein_coding,chr22,46067678,46241187,+,1904,False
ENST00000435026.1,ENSG00000130638.11,ATXN10,protein_coding,chr22,46219095,46219157,+,62,False
ENST00000402380.3,ENSG00000130638.11,ATXN10,protein_coding,chr22,46189475,46239677,+,186,False
ENST00000339464.4,ENSG00000188064.5,WNT7B,protein_coding,chr22,46316241,46373009,-,2872,False
ENST00000409496.3,ENSG00000188064.5,WNT7B,protein_coding,chr22,46317990,46368595,-,1226,False
ENST00000410089.1,ENSG00000188064.5,WNT7B,protein_coding,chr22,46317990,46371902,-,1203,False
ENST00000410058.1,ENSG00000188064.5,WNT7B,protein_coding,chr22,46323361,46372685,-,99,False
ENST00000428540.1,ENSG00000188064.5,WNT7B,protein_coding,chr22,46345896,46371789,-,350,False
ENST00000396008.2,ENSG00000182257.5,C22orf26,protein_coding,chr22,46445357,46450024,-,2403,False
ENST00000333761.1,ENSG00000182257.5,C22orf26,protein_coding,chr22,46446338,46450024,-,1370,False
ENST00000381051.2,ENSG00000197182.8,FLJ27365,protein_coding,chr22,46449748,46501903,+,218,False
ENST00000443490.1,ENSG00000197182.8,FLJ27365,protein_coding,chr22,46476191,46493806,+,345,False
ENST00000435439.1,ENSG00000197182.8,FLJ27365,protein_coding,chr22,46481876,46507355,+,2042,False
ENST00000360737.3,ENSG00000197182.8,FLJ27365,protein_coding,chr22,46481882,46509808,+,4080,False
ENST00000440343.1,ENSG00000186951.12,PPARA,protein_coding,chr22,46546423,46594280,+,341,False
ENST00000415785.1,ENSG00000186951.12,PPARA,protein_coding,chr22,46546454,46594280,+,323,False
ENST00000396000.2,ENSG00000186951.12,PPARA,protein_coding,chr22,46546498,46639653,+,8644,False
ENST00000262735.5,ENSG00000186951.12,PPARA,protein_coding,chr22,46546498,46639653,+,8561,False
ENST00000420804.1,ENSG00000186951.12,PPARA,protein_coding,chr22,46546508,46594280,+,172,False
ENST00000407236.1,ENSG00000186951.12,PPARA,protein_coding,chr22,46547786,46639652,+,8591,False
ENST00000402126.1,ENSG00000186951.12,PPARA,protein_coding,chr22,46572644,46631300,+,154,False
ENST00000434345.2,ENSG00000186951.12,PPARA,protein_coding,chr22,46627702,46631277,+,682,False
ENST00000404583.1,ENSG00000205643.6,CDPF1,protein_coding,chr22,46639907,46644182,-,1085,False
ENST00000314567.3,ENSG00000205643.6,CDPF1,protein_coding,chr22,46639909,46646576,-,1506,False
ENST00000381037.4,ENSG00000205643.6,CDPF1,protein_coding,chr22,46639917,46646186,-,1333,False
ENST00000404744.1,ENSG00000205643.6,CDPF1,protein_coding,chr22,46639947,46644182,-,1196,False
ENST00000253255.5,ENSG00000130943.5,PKDREJ,protein_coding,chr22,46651559,46652460,-,901,False
ENST00000417709.1,ENSG00000075234.12,TTC38,protein_coding,chr22,46663857,46671182,+,471,False
ENST00000381031.3,ENSG00000075234.12,TTC38,protein_coding,chr22,46663860,46689905,+,1203,False
ENST00000445282.2,ENSG00000075234.12,TTC38,protein_coding,chr22,46663880,46688877,+,155,False
ENST00000421359.1,ENSG00000075234.12,TTC38,protein_coding,chr22,46663904,46663936,+,32,False
ENST00000422713.1,ENSG00000075234.12,TTC38,protein_coding,chr22,46677906,46679929,+,202,False
ENST00000451998.1,ENSG00000075234.12,TTC38,protein_coding,chr22,46688142,46688830,+,226,False
ENST00000454366.1,ENSG00000075218.14,GTSE1,protein_coding,chr22,46692637,46726707,+,895,False
ENST00000441818.1,ENSG00000100416.8,TRMU,protein_coding,chr22,46731297,46753232,+,1496,False
ENST00000456595.1,ENSG00000100416.8,TRMU,protein_coding,chr22,46731321,46753234,+,1391,False
ENST00000381021.3,ENSG00000100416.8,TRMU,protein_coding,chr22,46731321,46753234,+,1533,False
ENST00000453630.1,ENSG00000100416.8,TRMU,protein_coding,chr22,46731321,46753234,+,1478,False
ENST00000457572.1,ENSG00000100416.8,TRMU,protein_coding,chr22,46731321,46753234,+,1384,False
ENST00000290846.4,ENSG00000100416.8,TRMU,protein_coding,chr22,46731321,46753237,+,677,False
ENST00000381019.3,ENSG00000100416.8,TRMU,protein_coding,chr22,46731641,46753081,+,253,False
ENST00000424260.2,ENSG00000100416.8,TRMU,protein_coding,chr22,46731818,46748808,+,1008,False
ENST00000262738.3,ENSG00000075275.12,CELSR1,protein_coding,chr22,46756730,46759077,-,2347,False
ENST00000395964.1,ENSG00000075275.12,CELSR1,protein_coding,chr22,46844454,46844457,-,3,False
ENST00000454637.1,ENSG00000075275.12,CELSR1,protein_coding,chr22,46858676,46858807,-,131,False
ENST00000447351.1,ENSG00000075240.12,GRAMD4,protein_coding,chr22,46971908,47022696,+,116,False
ENST00000431155.1,ENSG00000075240.12,GRAMD4,protein_coding,chr22,46973025,47022696,+,211,False
ENST00000406902.1,ENSG00000075240.12,GRAMD4,protein_coding,chr22,47016298,47075682,+,2750,False
ENST00000361034.3,ENSG00000075240.12,GRAMD4,protein_coding,chr22,47022657,47075688,+,2582,False
ENST00000408031.1,ENSG00000075240.12,GRAMD4,protein_coding,chr22,47070504,47075580,+,2531,False
ENST00000216264.8,ENSG00000100422.9,CERK,protein_coding,chr22,47080307,47134158,-,2839,False
ENST00000443629.1,ENSG00000100422.9,CERK,protein_coding,chr22,47082879,47134104,-,1205,False
ENST00000541677.1,ENSG00000100422.9,CERK,protein_coding,chr22,47082884,47134104,-,738,False
ENST00000337137.4,ENSG00000054611.9,TBC1D22A,protein_coding,chr22,47158517,47571336,+,2236,False
ENST00000380995.1,ENSG00000054611.9,TBC1D22A,protein_coding,chr22,47158528,47309330,+,299,False
ENST00000441936.1,ENSG00000054611.9,TBC1D22A,protein_coding,chr22,47158547,47189572,+,416,False
ENST00000407381.3,ENSG00000054611.9,TBC1D22A,protein_coding,chr22,47158568,47569726,+,575,False
ENST00000355704.3,ENSG00000054611.9,TBC1D22A,protein_coding,chr22,47158577,47569729,+,569,False
ENST00000394449.2,ENSG00000054611.9,TBC1D22A,protein_coding,chr22,47158579,47569730,+,1337,False
ENST00000441162.1,ENSG00000054611.9,TBC1D22A,protein_coding,chr22,47159638,47569735,+,1664,False
ENST00000406733.1,ENSG00000054611.9,TBC1D22A,protein_coding,chr22,47169823,47569735,+,857,False
ENST00000405369.3,ENSG00000218357.3,LL22NC03-75H12.2,protein_coding,chr22,47857047,47882860,-,729,False
ENST00000402357.1,ENSG00000219438.4,FAM19A5,protein_coding,chr22,48885271,49146635,+,1112,False
ENST00000336769.5,ENSG00000219438.4,FAM19A5,protein_coding,chr22,48885403,48885404,+,1,False
ENST00000358295.5,ENSG00000219438.4,FAM19A5,protein_coding,chr22,48972117,49147744,+,2263,False
ENST00000406880.1,ENSG00000219438.4,FAM19A5,protein_coding,chr22,49089058,49146220,+,674,False
ENST00000407505.3,ENSG00000219016.3,CTA-299D3.8,protein_coding,chr22,48934711,48943199,-,1021,False
ENST00000414287.1,ENSG00000188511.8,C22orf34,protein_coding,chr22,49808175,50051152,-,2017,False
ENST00000416411.1,ENSG00000188511.8,C22orf34,protein_coding,chr22,49829872,49834739,-,367,False
ENST00000343999.1,ENSG00000188511.8,C22orf34,protein_coding,chr22,50013289,50018568,-,2060,False
ENST00000400023.1,ENSG00000188511.8,C22orf34,protein_coding,chr22,50013291,50051190,-,920,False
ENST00000405854.1,ENSG00000188511.8,C22orf34,protein_coding,chr22,50014118,50051078,-,1008,False
ENST00000444628.1,ENSG00000188511.8,C22orf34,protein_coding,chr22,50016804,50051190,-,1075,False
ENST00000438393.1,ENSG00000100425.14,BRD1,protein_coding,chr22,50166930,50170806,-,1524,False
ENST00000216267.8,ENSG00000100425.14,BRD1,protein_coding,chr22,50166930,50218452,-,1440,False
ENST00000404034.1,ENSG00000100425.14,BRD1,protein_coding,chr22,50166930,50219548,-,1138,False
ENST00000404760.1,ENSG00000100425.14,BRD1,protein_coding,chr22,50166930,50221160,-,983,False
ENST00000457780.2,ENSG00000100425.14,BRD1,protein_coding,chr22,50166931,50217981,-,1468,False
ENST00000542442.1,ENSG00000100425.14,BRD1,protein_coding,chr22,50167465,50216949,-,485,False
ENST00000342989.5,ENSG00000100425.14,BRD1,protein_coding,chr22,50167474,50216853,-,827,False
ENST00000216268.5,ENSG00000100426.6,ZBED4,protein_coding,chr22,50247489,50283726,+,3380,False
ENST00000330817.6,ENSG00000182858.9,ALG12,protein_coding,chr22,50293876,50312106,-,3886,False
ENST00000486602.1,ENSG00000182858.9,ALG12,protein_coding,chr22,50297297,50297358,-,61,False
ENST00000492791.1,ENSG00000182858.9,ALG12,protein_coding,chr22,50297608,50297886,-,166,False
ENST00000450207.1,ENSG00000184164.10,CRELD2,protein_coding,chr22,50311814,50312417,+,275,False
ENST00000404488.3,ENSG00000184164.10,CRELD2,protein_coding,chr22,50312282,50321188,+,371,False
ENST00000328268.4,ENSG00000184164.10,CRELD2,protein_coding,chr22,50312343,50321176,+,298,False
ENST00000407217.3,ENSG00000184164.10,CRELD2,protein_coding,chr22,50312380,50321182,+,267,False
ENST00000403427.3,ENSG00000184164.10,CRELD2,protein_coding,chr22,50312380,50321182,+,267,False
ENST00000360612.4,ENSG00000198355.4,PIM3,protein_coding,chr22,50354160,50357728,+,1391,False
ENST00000389983.2,ENSG00000188263.6,IL17REL,protein_coding,chr22,50432941,50451088,-,2660,False
ENST00000341280.5,ENSG00000188263.6,IL17REL,protein_coding,chr22,50432941,50447121,-,2492,False
ENST00000266182.6,ENSG00000138892.7,TTLL8,protein_coding,chr22,50453551,50453554,-,3,False
ENST00000440475.1,ENSG00000138892.7,TTLL8,protein_coding,chr22,50453551,50453554,-,3,False
ENST00000395876.2,ENSG00000100427.11,MLC1,protein_coding,chr22,50497819,50523783,-,2470,False
ENST00000311597.5,ENSG00000100427.11,MLC1,protein_coding,chr22,50497819,50524331,-,2802,False
ENST00000538737.1,ENSG00000100427.11,MLC1,protein_coding,chr22,50499483,50523820,-,627,False
ENST00000431262.2,ENSG00000100427.11,MLC1,protein_coding,chr22,50499591,50523854,-,553,False
ENST00000535444.1,ENSG00000100427.11,MLC1,protein_coding,chr22,50499696,50523849,-,442,False
ENST00000450140.2,ENSG00000100427.11,MLC1,protein_coding,chr22,50499882,50523688,-,312,False
ENST00000442311.1,ENSG00000100427.11,MLC1,protein_coding,chr22,50523331,50523813,-,89,False
ENST00000545383.1,ENSG00000073146.11,MOV10L1,protein_coding,chr22,50528307,50600047,+,256,False
ENST00000262794.5,ENSG00000073146.11,MOV10L1,protein_coding,chr22,50528434,50600119,+,327,False
ENST00000419054.1,ENSG00000073146.11,MOV10L1,protein_coding,chr22,50528473,50546804,+,1835,False
ENST00000395854.2,ENSG00000073146.11,MOV10L1,protein_coding,chr22,50528482,50546804,+,876,False
ENST00000395858.3,ENSG00000073146.11,MOV10L1,protein_coding,chr22,50528493,50600119,+,268,False
ENST00000395843.1,ENSG00000073146.11,MOV10L1,protein_coding,chr22,50528515,50596668,+,2711,False
ENST00000540615.1,ENSG00000073146.11,MOV10L1,protein_coding,chr22,50528684,50600115,+,446,False
ENST00000434497.1,ENSG00000073146.11,MOV10L1,protein_coding,chr22,50563824,50580615,+,440,False
ENST00000395852.1,ENSG00000073146.11,MOV10L1,protein_coding,chr22,50585393,50600106,+,408,False
ENST00000354853.2,ENSG00000073146.11,MOV10L1,protein_coding,chr22,50587817,50597686,+,1326,False
ENST00000159647.5,ENSG00000073150.9,PANX2,protein_coding,chr22,50617686,50618721,+,1035,False
ENST00000395842.2,ENSG00000073150.9,PANX2,protein_coding,chr22,50617703,50618723,+,1020,False
ENST00000402472.2,ENSG00000073150.9,PANX2,protein_coding,chr22,50613895,50618027,+,2060,False
ENST00000380909.4,ENSG00000170638.5,TRABD,protein_coding,chr22,50624343,50637993,+,1144,False
ENST00000303434.4,ENSG00000170638.5,TRABD,protein_coding,chr22,50624345,50638027,+,1201,False
ENST00000395827.1,ENSG00000170638.5,TRABD,protein_coding,chr22,50629026,50637904,+,1044,False
ENST00000395829.1,ENSG00000170638.5,TRABD,protein_coding,chr22,50631442,50637998,+,491,False
ENST00000380903.2,ENSG00000073169.9,SELO,protein_coding,chr22,50639407,50656045,+,308,False
ENST00000248846.5,ENSG00000128159.7,TUBGCP6,protein_coding,chr22,50656117,50682993,-,155,False
ENST00000425018.1,ENSG00000128159.7,TUBGCP6,protein_coding,chr22,50656122,50656167,-,45,False
ENST00000439308.2,ENSG00000128159.7,TUBGCP6,protein_coding,chr22,50656123,50683381,-,1574,False
ENST00000415993.1,ENSG00000100429.13,HDAC10,protein_coding,chr22,50683611,50689690,-,2087,False
ENST00000216271.5,ENSG00000100429.13,HDAC10,protein_coding,chr22,50683611,50689814,-,680,False
ENST00000429374.1,ENSG00000100429.13,HDAC10,protein_coding,chr22,50683833,50689508,-,1346,False
ENST00000454936.1,ENSG00000100429.13,HDAC10,protein_coding,chr22,50683870,50685394,-,734,False
ENST00000448072.1,ENSG00000100429.13,HDAC10,protein_coding,chr22,50683870,50689669,-,276,False
ENST00000349505.4,ENSG00000100429.13,HDAC10,protein_coding,chr22,50683935,50683938,-,3,False
ENST00000395780.1,ENSG00000188130.9,MAPK12,protein_coding,chr22,50691331,50699737,-,628,False
ENST00000215659.8,ENSG00000188130.9,MAPK12,protein_coding,chr22,50691331,50700254,-,817,False
ENST00000395778.3,ENSG00000188130.9,MAPK12,protein_coding,chr22,50696117,50699972,-,248,False
ENST00000330651.6,ENSG00000185386.10,MAPK11,protein_coding,chr22,50702141,50708822,-,1339,False
ENST00000395764.1,ENSG00000185386.10,MAPK11,protein_coding,chr22,50702143,50708822,-,420,False
ENST00000417877.1,ENSG00000185386.10,MAPK11,protein_coding,chr22,50702167,50708822,-,1920,False
ENST00000449719.2,ENSG00000185386.10,MAPK11,protein_coding,chr22,50704577,50708793,-,769,False
ENST00000449103.1,ENSG00000196576.10,PLXNB2,protein_coding,chr22,50713407,50746056,-,869,False
ENST00000359337.4,ENSG00000196576.10,PLXNB2,protein_coding,chr22,50713407,50746017,-,837,False
ENST00000432455.1,ENSG00000196576.10,PLXNB2,protein_coding,chr22,50729013,50739891,-,189,False
ENST00000425954.1,ENSG00000196576.10,PLXNB2,protein_coding,chr22,50729013,50746032,-,124,False
ENST00000413817.3,ENSG00000205593.7,DENND6B,protein_coding,chr22,50747458,50765489,-,3184,False
ENST00000433760.1,ENSG00000205593.7,DENND6B,protein_coding,chr22,50757498,50757524,-,26,False
ENST00000359139.3,ENSG00000100239.11,PPP6R2,protein_coding,chr22,50781732,50883514,+,1249,False
ENST00000395741.3,ENSG00000100239.11,PPP6R2,protein_coding,chr22,50781751,50882803,+,505,False
ENST00000395744.3,ENSG00000100239.11,PPP6R2,protein_coding,chr22,50781759,50882803,+,497,False
ENST00000216061.5,ENSG00000100239.11,PPP6R2,protein_coding,chr22,50810500,50882820,+,517,False
ENST00000401672.3,ENSG00000100239.11,PPP6R2,protein_coding,chr22,50882673,50882819,+,146,False
ENST00000427222.2,ENSG00000100239.11,PPP6R2,protein_coding,chr22,50882673,50882800,+,127,False
ENST00000380817.3,ENSG00000100241.16,SBF1,protein_coding,chr22,50883428,50913453,-,2329,False
ENST00000348911.6,ENSG00000100241.16,SBF1,protein_coding,chr22,50885234,50913371,-,441,False
ENST00000418590.1,ENSG00000100241.16,SBF1,protein_coding,chr22,50885238,50885573,-,335,False
ENST00000390679.3,ENSG00000100241.16,SBF1,protein_coding,chr22,50885570,50913454,-,188,False
ENST00000395738.2,ENSG00000128165.7,ADM2,protein_coding,chr22,50919984,50924869,+,3832,False
ENST00000362068.2,ENSG00000128165.7,ADM2,protein_coding,chr22,50920011,50924866,+,3550,False
ENST00000395737.1,ENSG00000128165.7,ADM2,protein_coding,chr22,50920152,50921369,+,91,False
ENST00000395733.3,ENSG00000100253.8,MIOX,protein_coding,chr22,50925212,50928465,+,328,False
ENST00000216075.6,ENSG00000100253.8,MIOX,protein_coding,chr22,50925252,50928483,+,275,False
ENST00000395732.3,ENSG00000100253.8,MIOX,protein_coding,chr22,50925304,50929077,+,848,False
ENST00000451761.1,ENSG00000100253.8,MIOX,protein_coding,chr22,50928282,50928405,+,123,False
ENST00000380796.3,ENSG00000100258.13,LMF2,protein_coding,chr22,50941375,50946135,-,478,False
ENST00000474879.2,ENSG00000100258.13,LMF2,protein_coding,chr22,50941377,50946120,-,461,False
ENST00000216080.5,ENSG00000100258.13,LMF2,protein_coding,chr22,50941379,50946113,-,612,False
ENST00000420993.2,ENSG00000025770.14,NCAPH2,protein_coding,chr22,50946644,50961901,+,222,False
ENST00000395698.3,ENSG00000025770.14,NCAPH2,protein_coding,chr22,50946671,50958181,+,491,False
ENST00000395701.3,ENSG00000025770.14,NCAPH2,protein_coding,chr22,50946672,50961901,+,310,False
ENST00000518394.1,ENSG00000025770.14,NCAPH2,protein_coding,chr22,50946673,50956705,+,606,False
ENST00000523045.1,ENSG00000025770.14,NCAPH2,protein_coding,chr22,50946674,50946766,+,92,False
ENST00000418794.1,ENSG00000025770.14,NCAPH2,protein_coding,chr22,50946687,50956487,+,454,False
ENST00000299821.11,ENSG00000025770.14,NCAPH2,protein_coding,chr22,50946688,50961901,+,178,False
ENST00000522304.1,ENSG00000025770.14,NCAPH2,protein_coding,chr22,50961801,50961900,+,99,False
ENST00000395693.3,ENSG00000130489.8,SCO2,protein_coding,chr22,50961996,50964035,-,194,False
ENST00000543927.1,ENSG00000130489.8,SCO2,protein_coding,chr22,50961996,50964868,-,253,False
ENST00000535425.1,ENSG00000130489.8,SCO2,protein_coding,chr22,50961996,50964574,-,204,False
ENST00000252785.3,ENSG00000130489.8,SCO2,protein_coding,chr22,50962024,50964033,-,194,False
ENST00000439934.1,ENSG00000130489.8,SCO2,protein_coding,chr22,50962840,50964574,-,158,False
ENST00000423348.1,ENSG00000130489.8,SCO2,protein_coding,chr22,50962840,50964868,-,207,False
ENST00000395680.1,ENSG00000025708.8,TYMP,protein_coding,chr22,50964180,50968428,-,162,False
ENST00000395681.1,ENSG00000025708.8,TYMP,protein_coding,chr22,50964180,50968444,-,143,False
ENST00000252029.3,ENSG00000025708.8,TYMP,protein_coding,chr22,50964180,50968485,-,184,False
ENST00000395678.3,ENSG00000025708.8,TYMP,protein_coding,chr22,50964184,50968461,-,168,False
ENST00000425169.1,ENSG00000025708.8,TYMP,protein_coding,chr22,50968138,50968419,-,97,False
ENST00000401779.1,ENSG00000177989.9,ODF3B,protein_coding,chr22,50968837,50970613,-,143,False
ENST00000329363.4,ENSG00000177989.9,ODF3B,protein_coding,chr22,50968837,50971008,-,211,False
ENST00000403326.1,ENSG00000177989.9,ODF3B,protein_coding,chr22,50968854,50970537,-,88,False
ENST00000405135.1,ENSG00000177989.9,ODF3B,protein_coding,chr22,50968869,50970576,-,74,False
ENST00000428989.2,ENSG00000177989.9,ODF3B,protein_coding,chr22,50968908,50968911,-,3,False
ENST00000437588.1,ENSG00000177989.9,ODF3B,protein_coding,chr22,50970506,50971009,-,138,False
ENST00000395676.2,ENSG00000130487.4,KLHDC7B,protein_coding,chr22,50986461,50989451,+,1208,False
ENST00000406915.3,ENSG00000217442.3,SYCE3,protein_coding,chr22,50989540,51001334,-,184,False
ENST00000402753.1,ENSG00000217442.3,SYCE3,protein_coding,chr22,50989625,50994861,-,78,False
ENST00000405237.3,ENSG00000205560.8,CPT1B,protein_coding,chr22,51007289,51016449,-,331,False
ENST00000312108.7,ENSG00000205560.8,CPT1B,protein_coding,chr22,51007290,51016846,-,276,False
ENST00000360719.2,ENSG00000205560.8,CPT1B,protein_coding,chr22,51007290,51017096,-,617,False
ENST00000457250.1,ENSG00000205560.8,CPT1B,protein_coding,chr22,51007290,51017096,-,363,False
ENST00000440709.1,ENSG00000205560.8,CPT1B,protein_coding,chr22,51007290,51017096,-,363,False
ENST00000434492.2,ENSG00000205560.8,CPT1B,protein_coding,chr22,51007423,51017899,-,1052,False
ENST00000395650.2,ENSG00000205560.8,CPT1B,protein_coding,chr22,51007512,51016884,-,346,False
ENST00000423069.1,ENSG00000205560.8,CPT1B,protein_coding,chr22,51011303,51012297,-,443,False
ENST00000417176.1,ENSG00000205560.8,CPT1B,protein_coding,chr22,51016344,51016675,-,182,False
ENST00000453634.1,ENSG00000254413.4,CHKB-CPT1B,protein_coding,chr22,51007423,51017612,-,2636,False
ENST00000406938.2,ENSG00000100288.15,CHKB,protein_coding,chr22,51017377,51021428,-,453,False
ENST00000399912.1,ENSG00000008735.10,MAPK8IP2,protein_coding,chr22,51039113,51049979,+,1706,False
ENST00000329492.3,ENSG00000008735.10,MAPK8IP2,protein_coding,chr22,51039130,51049976,+,889,False
ENST00000442429.2,ENSG00000008735.10,MAPK8IP2,protein_coding,chr22,51039130,51049976,+,889,False
ENST00000341339.4,ENSG00000008735.10,MAPK8IP2,protein_coding,chr22,51039130,51049976,+,889,False
ENST00000399908.2,ENSG00000008735.10,MAPK8IP2,protein_coding,chr22,51041561,51052409,+,3921,False
ENST00000008876.5,ENSG00000008735.10,MAPK8IP2,protein_coding,chr22,51049204,51049976,+,772,False
ENST00000608497.1,ENSG00000100299.13,ARSA,protein_coding,chr22,51061181,51062297,-,370,False
ENST00000356098.5,ENSG00000100299.13,ARSA,protein_coding,chr22,51063445,51066598,-,368,False
ENST00000216124.5,ENSG00000100299.13,ARSA,protein_coding,chr22,51063445,51066600,-,523,False
ENST00000547307.1,ENSG00000100299.13,ARSA,protein_coding,chr22,51063449,51066607,-,532,False
ENST00000547805.1,ENSG00000100299.13,ARSA,protein_coding,chr22,51063449,51066607,-,427,False
ENST00000395621.3,ENSG00000100299.13,ARSA,protein_coding,chr22,51063455,51066583,-,391,False
ENST00000453344.2,ENSG00000100299.13,ARSA,protein_coding,chr22,51063456,51066601,-,381,False
ENST00000395619.3,ENSG00000100299.13,ARSA,protein_coding,chr22,51063460,51066587,-,297,False
ENST00000414786.2,ENSG00000251322.3,SHANK3,protein_coding,chr22,51112842,51171726,+,2216,False
ENST00000262795.3,ENSG00000251322.3,SHANK3,protein_coding,chr22,51169737,51171641,+,1904,False
ENST00000445220.2,ENSG00000251322.3,SHANK3,protein_coding,chr22,51169737,51171641,+,1904,False
ENST00000216139.5,ENSG00000100312.6,ACR,protein_coding,chr22,51176623,51183762,+,170,False
ENST00000529621.1,ENSG00000100312.6,ACR,protein_coding,chr22,51176657,51179185,+,72,False
ENST00000435118.1,ENSG00000079974.13,RABL2B,protein_coding,chr22,51205928,51222090,-,442,False
ENST00000354869.3,ENSG00000079974.13,RABL2B,protein_coding,chr22,51205931,51222049,-,1453,False
ENST00000425098.1,ENSG00000079974.13,RABL2B,protein_coding,chr22,51205933,51220742,-,1565,False
ENST00000395593.3,ENSG00000079974.13,RABL2B,protein_coding,chr22,51205933,51222070,-,1627,False
